0	2.18087	0.196189
1	2.37102	0.222553
2	2.52047	0.242425
3	2.71417	0.263932
4	2.83468	0.284201
5	2.94376	0.300283
6	3.02286	0.317128
7	3.08909	0.330711
8	3.17034	0.34389
9	3.25659	0.363359
10	3.37996	0.380749
11	3.44653	0.397064
12	3.49294	0.406017
13	3.53441	0.418294
14	3.59949	0.437047
15	3.62404	0.438919
16	3.63789	0.444668
17	3.69873	0.454654
18	3.69915	0.460695
19	3.73624	0.466873
20	3.72512	0.46854
21	3.76841	0.482877
22	3.75758	0.480541
23	3.81274	0.487073
24	3.83221	0.49946
25	3.82943	0.502752
26	3.9057	0.516982
27	3.99512	0.534172
28	3.98618	0.544243
29	4.03346	0.553904
30	4.04197	0.558731
31	4.08656	0.565641
32	4.10348	0.580319
33	4.11203	0.586617
34	4.14946	0.593372
35	4.15967	0.599433
36	4.18129	0.605913
37	4.19762	0.613718
38	4.20492	0.618547
39	4.24258	0.624604
40	4.25601	0.628745
41	4.30092	0.643296
42	4.32237	0.650523
43	4.336	0.661385
44	4.33422	0.66736
45	4.32935	0.674974
46	4.3842	0.684675
47	4.40659	0.695392
48	4.42963	0.706923
49	4.40288	0.712376
50	4.49612	0.720569
51	4.4405	0.729808
52	4.51149	0.736308
53	4.52173	0.73931
54	4.53646	0.748498
55	4.52255	0.751705
56	4.5547	0.765519
57	4.5914	0.773673
58	4.55239	0.77792
59	4.63745	0.784181
60	4.65328	0.792692
61	4.67718	0.801218
62	4.67183	0.80903
63	4.63584	0.81997
64	4.64468	0.822095
65	4.66292	0.827182
66	4.65395	0.8327
67	4.65513	0.84482
68	4.6546	0.852303
69	4.7083	0.859564
70	4.72475	0.859116
71	4.70382	0.864083
72	4.71301	0.869638
73	4.71651	0.877508
74	4.76798	0.886059
75	4.78914	0.88973
76	4.7302	0.894332
77	4.76984	0.903803
78	4.82087	0.914369
79	4.83852	0.916733
80	4.82476	0.924895
81	4.78619	0.924316
82	4.82489	0.926369
83	4.83136	0.931563
84	4.83778	0.932304
85	4.82925	0.943441
86	4.83867	0.944727
87	4.86836	0.958311
88	4.86853	0.960786
89	4.86005	0.967161
90	4.92967	0.973884
91	4.92433	0.987127
92	4.95069	0.988231
93	4.94852	0.990732
94	4.98799	1.00158
95	4.96766	1.00625
96	4.93123	1.01125
97	4.92153	1.01204
98	4.99067	1.01581
99	4.97381	1.01792
100	4.96614	1.02419
101	4.96772	1.02692
102	4.97028	1.03156
103	4.9758	1.03443
104	4.99984	1.04366
105	4.97126	1.04694
106	4.99123	1.05067
107	5.00629	1.05357
108	5.02404	1.05734
109	4.99859	1.05737
110	4.99947	1.06851
111	4.99658	1.07456
112	5.0429	1.07846
113	5.05513	1.08567
114	5.02262	1.08958
115	5.04566	1.09353
116	5.07578	1.08972
117	5.09276	1.09534
118	5.05147	1.10327
119	5.03981	1.10517
120	5.06674	1.10972
121	5.07377	1.11325
122	5.07903	1.12206
123	5.09706	1.12849
124	5.12648	1.13501
125	5.08771	1.14693
126	5.11284	1.14907
127	5.11181	1.15502
128	5.1151	1.16322
129	5.12561	1.16395
130	5.13067	1.16754
131	5.11343	1.16803
132	5.12072	1.17144
133	5.12754	1.17486
134	5.11503	1.18121
135	5.1602	1.18114
136	5.10492	1.18287
137	5.19284	1.18745
138	5.13672	1.19333
139	5.1371	1.20203
140	5.13276	1.20163
141	5.12302	1.19892
142	5.15817	1.20344
143	5.13247	1.20137
144	5.13217	1.20171
145	5.15394	1.21117
146	5.1954	1.21927
147	5.17777	1.21751
148	5.16079	1.21914
149	5.13635	1.2221
150	5.18726	1.22501
151	5.14481	1.23654
152	5.17964	1.24303
153	5.18651	1.24256
154	5.18454	1.23845
155	5.21675	1.23766
156	5.21402	1.24204
157	5.212	1.25126
158	5.21972	1.2566
159	5.19003	1.25286
160	5.23068	1.25831
161	5.23764	1.26285
162	5.21861	1.25917
163	5.18939	1.26723
164	5.18367	1.27417
165	5.2071	1.2801
166	5.21596	1.28009
167	5.2202	1.28659
168	5.23515	1.29564
169	5.24307	1.29905
170	5.25761	1.30473
171	5.24429	1.31426
172	5.3167	1.31789
173	5.30029	1.31774
174	5.28735	1.32044
175	5.24868	1.32107
176	5.25552	1.32642
177	5.29614	1.33107
178	5.26313	1.33649
179	5.29545	1.33785
180	5.31985	1.33508
181	5.31444	1.34488
182	5.28048	1.35159
183	5.29596	1.35697
184	5.30565	1.35883
185	5.32045	1.3645
186	5.27738	1.36136
187	5.32979	1.36266
188	5.32593	1.36867
189	5.27085	1.3687
190	5.26801	1.36851
191	5.29474	1.36907
192	5.29229	1.36767
193	5.2674	1.36913
194	5.28834	1.36831
195	5.25753	1.37753
196	5.26352	1.38477
197	5.31119	1.38722
198	5.28381	1.39277
199	5.28451	1.39483
200	5.30671	1.40208
201	5.30461	1.40147
202	5.29892	1.40499
203	5.27787	1.4134
204	5.29807	1.42707
205	5.3403	1.42744
206	5.33013	1.43115
207	5.34474	1.43164
208	5.34622	1.43503
209	5.32479	1.44437
210	5.32569	1.44557
211	5.39542	1.44769
212	5.39815	1.44728
213	5.33209	1.45193
214	5.39161	1.46364
215	5.33735	1.46842
216	5.38582	1.46919
217	5.37911	1.47924
218	5.3707	1.47619
219	5.41553	1.48014
220	5.40111	1.48396
221	5.37055	1.48669
222	5.40948	1.49056
223	5.41861	1.49707
224	5.41486	1.49949
225	5.40429	1.4984
226	5.35956	1.49868
227	5.37053	1.4996
228	5.38138	1.50253
229	5.33452	1.50259
230	5.35121	1.49823
231	5.38637	1.50174
232	5.44241	1.50957
233	5.4056	1.50716
234	5.39655	1.51327
